sku,product_type,attribute_set_code,product_websites,name,description,short_description,weight,product_online,categories,price,special_price,visibility,tax_class_name,manufacturer,color,meta_title,meta_keywords,meta_description,base_image,small_image,thumbnail_image,additional_images,swatch_image,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_attributes,url_key
PLG-2626,simple,Default,base,Planetary Gearbox,Compact planetary gearbox for high-torque applications. Features precision-ground gears and robust bearing system. Compatible with various motor mounting patterns for versatile integration.,Compact high-torque planetary gearbox,6.5,1,Industrial Parts/Power Transmission,425.75,399.99,"Catalog, Search",Taxable Goods,Neugart,Silver,Planetary Gearbox | Power Transmission,"planetary gearbox, high torque, precision",Compact planetary gearbox with precision-ground gears for high-torque industrial applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PLG-2626.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PLG-2626.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PLG-2626.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PLG-2626.jpg ,20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"ratio=10:1,backlash=<8arcmin,torque_rating=120Nm,input_flange=NEMA23,efficiency=97percent",planetary-gearbox
ILS-2727,simple,Default,base,Industrial Limit Switch,Heavy-duty mechanical limit switch for position detection in industrial machinery. Features sealed construction for protection against dust and moisture. Includes various actuator options and mounting hardware.,Heavy-duty mechanical limit switch,0.35,1,Industrial Parts/Sensors,45.99,42.99,"Catalog, Search",Taxable Goods,Telemecanique,Red,Industrial Limit Switch | Sensors,"limit switch, position detection, mechanical",Heavy-duty mechanical limit switch with sealed construction for industrial position detection,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ILS-2727.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ILS-2727.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ILS-2727.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ILS-2727.jpg ,85,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"contacts=1NO+1NC,actuator=roller_lever,protection=IP67,housing=metal,operating_force=15N",industrial-limit-switch
RPC-2828,simple,Default,base,Robotic Pneumatic Clamp,Precision pneumatic gripper for robotic automation systems. Features parallel jaw movement and position sensors. Includes mounting bracket and air fittings for quick integration.,Precision pneumatic gripper for robotics,1.3,1,Industrial Parts/Robotic Components,325.25,309.99,"Catalog, Search",Taxable Goods,SMC,Gray,Robotic Pneumatic Clamp | Robotic Components,"pneumatic gripper, robotic, automation",Precision pneumatic gripper with position sensors for robotic automation systems,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/RPC-2828.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/RPC-2828.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/RPC-2828.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/RPC-2828.jpg ,25,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"grip_force=200N,stroke=16mm,air_pressure=0.5MPa,sensor_type=reed,weight_capacity=2kg",robotic-pneumatic-clamp
IMF-2929,simple,Default,base,Industrial Metal Filter,Stainless steel filter element for industrial fluid systems. Features pleated media design for extended surface area. Suitable for high-temperature and corrosive environments with various micron ratings available.,Stainless steel filter for industrial fluid systems,1.8,1,Industrial Parts/Filtration,89.5,84.99,"Catalog, Search",Taxable Goods,Pall,Silver,Industrial Metal Filter | Filtration,"metal filter, stainless steel, industrial",Stainless steel pleated filter element for high-temperature industrial fluid filtration applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMF-2929.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMF-2929.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMF-2929.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMF-2929.jpg ,50,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"filtration=10micron,length=10inch,diameter=2.5inch,material=316L_SS,max_temperature=400C",industrial-metal-filter
ACM-3030,simple,Default,base,AC Motor Inverter,Advanced AC motor drive with sensorless vector control. Features built-in PLC functionality and multiple communication protocols. Includes braking chopper and comprehensive protection functions.,Advanced AC motor drive with vector control,3.9,1,Industrial Parts/Electrical Components,495.75,469.95,"Catalog, Search",Taxable Goods,Danfoss,Blue,AC Motor Inverter | Electrical Components,"inverter, AC drive, motor control",Advanced AC motor drive with sensorless vector control and built-in PLC functionality,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ACM-3030.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ACM-3030.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ACM-3030.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ACM-3030.jpg ,15,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"power=3HP,voltage=200-240VAC,control=sensorless_vector,display=LCD,protection=IP20",ac-motor-inverter
PTB-3131,simple,Default,base,Precision Timing Belt,High-performance synchronous belt for precision power transmission. Features fiberglass reinforcement and neoprene construction. Includes timing marks for accurate installation and alignment.,High-performance synchronous timing belt,0.65,1,Industrial Parts/Power Transmission,42.75,39.99,"Catalog, Search",Taxable Goods,Gates,Black,Precision Timing Belt | Power Transmission,"timing belt, synchronous, power transmission",High-performance synchronous belt with fiberglass reinforcement for precision industrial power transmission,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PTB-3131.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PTB-3131.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PTB-3131.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PTB-3131.jpg ,70,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"pitch=8mm,width=30mm,length=1120mm,teeth=140,reinforcement=fiberglass",precision-timing-belt
HCP-3232,simple,Default,base,Hydraulic Cylinder Piston,Heavy-duty hydraulic cylinder for industrial lifting and pushing applications. Features hard chrome plated rod and dual wiper seals. Includes mounting clevis and rod end bearing for easy installation.,Heavy-duty industrial hydraulic cylinder,12.5,1,Industrial Parts/Hydraulic Components,385.99,369.95,"Catalog, Search",Taxable Goods,Parker,Silver,Hydraulic Cylinder Piston | Hydraulic Components,"hydraulic cylinder, industrial, heavy duty",Heavy-duty hydraulic cylinder with chrome plated rod for industrial lifting and pushing applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HCP-3232.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HCP-3232.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HCP-3232.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HCP-3232.jpg ,20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"bore=4inch,stroke=24inch,pressure_rating=3000PSI,rod_diameter=2inch,mounting=clevis",hydraulic-cylinder-piston
IPH-3333,simple,Default,base,Industrial Process Heater,"Electric immersion heater for industrial process heating applications. Features stainless steel construction and digital temperature controller. Suitable for water, oils, and various process fluids.",Electric immersion heater for industrial processes,4.2,1,Industrial Parts/Heating Systems,245.75,229.99,"Catalog, Search",Taxable Goods,Watlow,Red,Industrial Process Heater | Heating Systems,"immersion heater, process heating, industrial",Electric immersion heater with stainless steel construction for industrial process heating applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IPH-3333.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IPH-3333.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IPH-3333.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IPH-3333.jpg ,25,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"power=6kW,voltage=480V,length=24inch,material=316SS,control=digital_thermostat",industrial-process-heater
LCS-3434,simple,Default,base,Level Control System,Ultrasonic level sensor with integrated controller for industrial tank monitoring. Features non-contact measurement and multiple output options. Includes mounting hardware and programming software.,Ultrasonic level monitoring system,1.4,1,Industrial Parts/Sensors,395.5,379.99,"Catalog, Search",Taxable Goods,Endress+Hauser,Gray,Level Control System | Sensors,"level sensor, ultrasonic, tank monitoring",Ultrasonic level sensor with integrated controller for non-contact industrial tank level monitoring,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/LCS-3434.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/LCS-3434.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/LCS-3434.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/LCS-3434.jpg ,20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"range=0.3-8m,accuracy=0.25percent,output=4-20mA|relay,power=24VDC,protection=IP67",level-control-system
IGB-3535,simple,Default,base,Industrial Gear Box,Heavy-duty worm gear reducer for high-torque applications. Features cast iron housing and bronze worm wheel. Includes input and output shaft seals for protection against contaminants.,Heavy-duty worm gear reducer,18.5,1,Industrial Parts/Power Transmission,545.99,519.95,"Catalog, Search",Taxable Goods,Boston Gear,Gray,Industrial Gear Box | Power Transmission,"gear reducer, worm gear, industrial",Heavy-duty worm gear reducer with cast iron housing for high-torque industrial applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IGB-3535.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IGB-3535.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IGB-3535.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IGB-3535.jpg ,15,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"ratio=60:1,input_shaft=1inch,output_shaft=1.25inch,mounting=foot,lubrication=oil_bath",industrial-gear-box
RFS-3636,simple,Default,base,RFID Sensor System,Industrial RFID reader/writer for automated production tracking. Features multiple antenna support and network connectivity. Includes programming software and demonstration tags.,Industrial RFID reader for production tracking,0.95,1,Industrial Parts/Automation,625.5,599.99,"Catalog, Search",Taxable Goods,Balluff,Black,RFID Sensor System | Automation,"RFID, production tracking, automation",Industrial RFID reader/writer with network connectivity for automated production tracking systems,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/RFS-3636.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/RFS-3636.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/RFS-3636.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/RFS-3636.jpg ,15,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"frequency=13.56MHz,read_range=150mm,interface=ethernet|RS232,antennas=4,memory=8GB",rfid-sensor-system
HDO-3737,simple,Default,base,Hydraulic Directional Valve,4-way hydraulic directional control valve for industrial fluid power systems. Features solenoid operation and manual override. Includes mounting plate and connection fittings.,4-way solenoid hydraulic directional valve,4.8,1,Industrial Parts/Hydraulic Components,235.25,219.99,"Catalog, Search",Taxable Goods,Bosch Rexroth,Blue,Hydraulic Directional Valve | Hydraulic Components,"directional valve, hydraulic, solenoid",4-way hydraulic directional control valve with solenoid operation for industrial fluid power systems,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HDO-3737.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HDO-3737.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HDO-3737.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HDO-3737.jpg ,30,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"configuration=4/3,operation=solenoid|spring_return,pressure=350bar,flow=80LPM,voltage=24VDC",hydraulic-directional-valve
ILS-3838,simple,Default,base,Industrial Linear Slide,Precision linear guide system for industrial motion applications. Features recirculating ball bearing design for smooth movement. Includes mounting holes and lubrication ports for easy maintenance.,Precision industrial linear guide system,5.6,1,Industrial Parts/Mechanical Components,185.95,174.99,"Catalog, Search",Taxable Goods,Hiwin,Silver,Industrial Linear Slide | Mechanical Components,"linear guide, slide, industrial motion",Precision linear guide system with recirculating ball bearings for smooth industrial motion applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ILS-3838.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ILS-3838.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ILS-3838.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ILS-3838.jpg ,25,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"rail_length=500mm,rail_width=25mm,dynamic_load=15000N,accuracy=H_class,material=hardened_steel",industrial-linear-slide
AGV-3939,simple,Default,base,Automated Guided Vehicle,Compact automated guided vehicle for material transport in industrial facilities. Features laser navigation and obstacle detection. Includes charging station and fleet management software.,Compact AGV for industrial material transport,85.5,1,Industrial Parts/Material Handling,12500,11999.95,"Catalog, Search",Taxable Goods,Omron,Yellow,Automated Guided Vehicle | Material Handling,"AGV, material handling, automation",Compact automated guided vehicle with laser navigation for industrial material transport applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/AGV-3939.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/AGV-3939.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/AGV-3939.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/AGV-3939.jpg ,5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"payload=200kg,speed=1.5m_per_s,runtime=8hours,navigation=laser,safety=PLd",automated-guided-vehicle
PVF-4040,simple,Default,base,Proportional Valve Flow,High-precision proportional flow control valve for industrial hydraulic systems. Features electronic control interface and integrated pressure compensation. Includes connection fittings and adjustment tools.,High-precision proportional flow control valve,2.8,1,Industrial Parts/Hydraulic Components,495.5,475.99,"Catalog, Search",Taxable Goods,Parker,Silver,Proportional Valve Flow | Hydraulic Components,"proportional valve, flow control, hydraulic",High-precision proportional flow control valve with electronic interface for industrial hydraulic systems,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PVF-4040.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PVF-4040.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PVF-4040.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PVF-4040.jpg ,20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"flow_capacity=100LPM,pressure=350bar,control_signal=0-10V|4-20mA,response_time=<100ms,port_size=SAE10",proportional-valve-flow
PCM-4141,simple,Default,base,Programmable Control Module,Compact industrial controller for automated process systems. Features multiple I/O capabilities and programming flexibility. Includes mounting hardware and programming cable.,Compact industrial programmable controller,0.75,1,Industrial Parts/Control Systems,345.75,329.99,"Catalog, Search",Taxable Goods,Allen-Bradley,Gray,Programmable Control Module | Control Systems,"controller, programmable, industrial",Compact industrial controller with multiple I/O capabilities for automated process systems,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PCM-4141.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PCM-4141.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PCM-4141.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PCM-4141.jpg ,25,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"digital_IO=24,analog_IO=8,communication=ethernet|modbus,memory=512KB,mounting=DIN_rail",programmable-control-module
ISE-4242,simple,Default,base,Industrial Shaft Encoder,High-resolution incremental encoder for industrial motion feedback. Features robust mechanical design and various output signal options. Includes mounting flange and connector.,High-resolution industrial incremental encoder,0.55,1,Industrial Parts/Sensors,175.5,165.99,"Catalog, Search",Taxable Goods,Heidenhain,Black,Industrial Shaft Encoder | Sensors,"encoder, incremental, motion feedback",High-resolution incremental encoder with robust design for industrial motion feedback applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ISE-4242.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ISE-4242.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ISE-4242.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ISE-4242.jpg ,40,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"resolution=2500PPR,shaft_diameter=10mm,output=TTL|HTL,protection=IP65,max_speed=6000RPM",industrial-shaft-encoder
FCB-4343,simple,Default,base,Flow Control Block,Precision hydraulic flow control manifold for industrial systems. Features integrated check valves and adjustable flow controls. Manufactured from high-grade aluminum with anodized finish.,Precision hydraulic flow control manifold,3.2,1,Industrial Parts/Hydraulic Components,165.25,155.99,"Catalog, Search",Taxable Goods,Sun Hydraulics,Silver,Flow Control Block | Hydraulic Components,"flow control, hydraulic, manifold",Precision hydraulic flow control manifold with integrated check valves for industrial systems,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/FCB-4343.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/FCB-4343.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/FCB-4343.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/FCB-4343.jpg ,30,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"ports=6|SAE8,pressure=350bar,adjustable_ports=3,material=aluminum,finish=hard_anodized",flow-control-block
IMV-4444,simple,Default,base,Industrial Motor Vibrator,Heavy-duty electric vibrator motor for industrial material handling applications. Features adjustable eccentric weights and sealed bearings. Includes mounting plate and vibration isolators.,Heavy-duty electric vibrator motor,5.8,1,Industrial Parts/Material Handling,275.5,259.99,"Catalog, Search",Taxable Goods,OLI,Black,Industrial Motor Vibrator | Material Handling,"vibrator motor, material handling, industrial",Heavy-duty electric vibrator motor with adjustable eccentric weights for industrial material handling,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMV-4444.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMV-4444.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMV-4444.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMV-4444.jpg ,25,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"centrifugal_force=2240N,speed=1800RPM,voltage=230VAC,protection=IP66,certification=ATEX",industrial-motor-vibrator
HSV-4545,simple,Default,base,High-Speed Servo Valve,Fast-response servo valve for precision hydraulic control systems. Features advanced spool design and integrated electronics. Suitable for high-performance industrial motion control applications.,Fast-response hydraulic servo valve,1.2,1,Industrial Parts/Hydraulic Components,925.75,899.99,"Catalog, Search",Taxable Goods,Moog,Silver,High-Speed Servo Valve | Hydraulic Components,"servo valve, hydraulic, high-speed",Fast-response servo valve with advanced spool design for precision industrial hydraulic control systems,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HSV-4545.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HSV-4545.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HSV-4545.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/HSV-4545.jpg ,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"flow_capacity=60LPM,pressure=350bar,response_time=<5ms,control_signal=±10V,feedback=LVDT",high-speed-servo-valve
ITS-4646,simple,Default,base,Industrial Temperature Sensor,High-accuracy RTD temperature sensor for industrial process monitoring. Features stainless steel probe and various mounting options. Includes connection head and terminal block.,High-accuracy RTD temperature sensor,0.45,1,Industrial Parts/Sensors,85.5,79.99,"Catalog, Search",Taxable Goods,Endress+Hauser,Silver,Industrial Temperature Sensor | Sensors,"temperature sensor, RTD, industrial",High-accuracy RTD temperature sensor with stainless steel probe for industrial process monitoring,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ITS-4646.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ITS-4646.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ITS-4646.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/ITS-4646.jpg ,50,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"sensor_type=PT100,accuracy=Class_A,probe_length=150mm,connection=3-wire,temperature_range=-50to+200C",industrial-temperature-sensor
WGT-4747,simple,Default,base,Worm Gear Transmission,Industrial worm gear transmission for right-angle power transfer applications. Features cast iron housing and bronze worm wheel. Pre-lubricated with synthetic oil for smooth operation.,Industrial worm gear transmission,14.5,1,Industrial Parts/Power Transmission,395.25,375.99,"Catalog, Search",Taxable Goods,Bonfiglioli,Gray,Worm Gear Transmission | Power Transmission,"worm gear, transmission, right-angle",Industrial worm gear transmission with cast iron housing for right-angle power transfer applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/WGT-4747.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/WGT-4747.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/WGT-4747.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/WGT-4747.jpg ,20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"ratio=30:1,power=2HP,input_shaft=19mm,output_shaft=25mm,mounting=flange|foot",worm-gear-transmission
APS-4848,simple,Default,base,Automated Positioning System,"Complete linear positioning system for industrial automation. Features precision ball screw drive and servo motor. Includes controller, limit switches, and mounting hardware.",Complete linear positioning system,18.5,1,Industrial Parts/Motion Control,1250,1199.95,"Catalog, Search",Taxable Goods,IAI,Silver,Automated Positioning System | Motion Control,"positioning system, linear, automation",Complete linear positioning system with ball screw drive and servo motor for industrial automation,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/APS-4848.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/APS-4848.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/APS-4848.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/APS-4848.jpg ,8,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"stroke=500mm,accuracy=±0.02mm,speed=500mm_per_s,load_capacity=50kg,motor=200W_servo",automated-positioning-system
PFC-4949,simple,Default,base,Power Factor Corrector,"Automatic power factor correction system for industrial electrical installations. Features reactive power compensation and harmonic filtering. Includes controller, capacitors, and contactors in metal enclosure.",Automatic power factor correction system,25.5,1,Industrial Parts/Electrical Components,895.5,849.99,"Catalog, Search",Taxable Goods,ABB,Gray,Power Factor Corrector | Electrical Components,"power factor, correction, reactive power",Automatic power factor correction system with reactive power compensation for industrial electrical installations,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PFC-4949.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PFC-4949.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PFC-4949.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/PFC-4949.jpg ,12,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"reactive_power=50kVAR,stages=5,voltage=400VAC,frequency=50Hz,protection=IP54",power-factor-corrector
IMT-5050,simple,Default,base,Industrial Motion Tracker,Precision motion tracking system for industrial robotics applications. Features multi-axis accelerometers and gyroscopes. Includes mounting hardware and configuration software.,Precision industrial motion tracking system,0.65,1,Industrial Parts/Sensors,345.99,329.95,"Catalog, Search",Taxable Goods,SICK,Black,Industrial Motion Tracker | Sensors,"motion tracking, accelerometer, industrial",Precision motion tracking system with multi-axis sensors for industrial robotics applications,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMT-5050.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMT-5050.jpg ,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMT-5050.jpg ,,https://raw.githubusercontent.com/slamech/commerce-sample-data/refs/heads/main/images/IMT-5050.jpg ,15,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,"axes=6,accuracy=±0.1degrees,sampling_rate=1000Hz,interface=RS485|CAN,power=12-24VDC",industrial-motion-tracker
